# Formato: idArtista|idAlbum|nombre|sello|fechaLanzamiento|rutaPortada|puntuacion|generos(separados por coma)

10072|4|Waves|Sony Music|13/12/1990|/users/storage/music/ac/dc/image/waves.png|7.0|Latina,Reggae,Blues
10072|5|Midnight|Sony Music|04/03/1992|/users/storage/music/ac/dc/image/midnight.png|7.8|Blues
10073|1|Journey|EMI|22/06/2008|/users/storage/music/kanye\ west/image/journey.png|9.7|Electronica,Musica Clasica
10073|2|Acoustic|Colombian Music|11/09/2022|/users/storage/music/kanye\ west/image/acoustic.png|7.7|Rock,Reggae
10073|3|Greatest Hits|Latin Records|08/01/1993|/users/storage/music/kanye\ west/image/greatest\ hits.png|6.2|Hip Hop,Pop,Blues,Rock
10073|4|Lights|Latin Records|01/06/1999|/users/storage/music/kanye\ west/image/lights.png|9.4|Reggae,Latina,Pop,Rock
10074|1|Intimate|Warner Music|02/09/1995|/users/storage/music/iron\ maiden/image/intimate.png|9.2|Musica Clasica
10075|1|Horizons|Universal Music|09/07/1992|/users/storage/music/frank\ sinatra/image/horizons.png|5.9|Hip Hop
10075|2|Evolution|Sony Music|03/10/2008|/users/storage/music/frank\ sinatra/image/evolution.png|6.5|Rock,Jazz,Musica Clasica,Blues
10075|3|Dusk|Indie Records|23/12/1993|/users/storage/music/frank\ sinatra/image/dusk.png|6.0|Musica Clasica
10075|4|Vol 1|Universal Music|13/01/2009|/users/storage/music/frank\ sinatra/image/vol\ 1.png|8.2|Musica Clasica,Hip Hop,Latina,Electronica
10076|1|Colors|Universal Music|02/09/2002|/users/storage/music/louis\ armstrong/image/colors.png|7.9|Hip Hop,Rock,Latina
10076|2|Chapter Two|Latin Records|11/04/2015|/users/storage/music/louis\ armstrong/image/chapter\ two.png|8.6|Electronica,Latina
10076|3|Electric|Latin Records|10/04/2006|/users/storage/music/louis\ armstrong/image/electric.png|5.2|Musica Clasica,Blues,Pop,Hip Hop
10076|4|Skylines|Indie Records|08/12/2011|/users/storage/music/louis\ armstrong/image/skylines.png|7.5|Electronica
10077|1|Revolution|EMI|14/12/2019|/users/storage/music/john\ coltrane/image/revolution.png|10.0|Pop,Jazz,Blues,Musica Clasica
10077|2|Journey|Indie Records|20/01/2001|/users/storage/music/john\ coltrane/image/journey.png|8.1|Rock,Blues
10077|3|Dawn|Colombian Music|04/09/2012|/users/storage/music/john\ coltrane/image/dawn.png|9.0|Pop,Jazz,Electronica,Latina
10077|4|Electric|Warner Music|17/04/2019|/users/storage/music/john\ coltrane/image/electric.png|6.6|Latina,Jazz
10078|1|Dreams|Latin Records|15/02/2018|/users/storage/music/sum\ 41/image/dreams.png|5.7|Rock,Reggae
10078|2|Transformation|Colombian Music|14/03/2005|/users/storage/music/sum\ 41/image/transformation.png|10.0|Latina
10078|3|Intimate|Indie Records|01/02/2010|/users/storage/music/sum\ 41/image/intimate.png|7.9|Jazz
10079|1|Remastered|Universal Music|15/02/2015|/users/storage/music/bruce\ springsteen/image/remastered.png|7.3|Pop,Blues,Electronica
10080|1|Waves|Indie Records|26/10/2024|/users/storage/music/michael\ jackson/image/waves.png|5.8|Hip Hop,Jazz
10080|2|The Collection|Sony Music|23/09/1994|/users/storage/music/michael\ jackson/image/the\ collection.png|8.8|Rock,Hip Hop
10080|3|Dusk|Colombian Music|07/07/1998|/users/storage/music/michael\ jackson/image/dusk.png|7.8|Jazz,Rock
10080|4|Dreams|Latin Records|19/10/2013|/users/storage/music/michael\ jackson/image/dreams.png|7.9|Electronica
10081|1|Chapter One|Sony Music|24/10/1995|/users/storage/music/feid/image/chapter\ one.png|9.9|Electronica,Jazz,Blues
10082|1|Intimate|Warner Music|03/04/2002|/users/storage/music/drake/image/intimate.png|6.4|Blues,Latina,Musica Clasica,Reggae
10082|2|Electric|Colombian Music|28/06/2001|/users/storage/music/drake/image/electric.png|8.1|Hip Hop
10082|3|Intimate|Warner Music|28/01/1991|/users/storage/music/drake/image/intimate.png|9.8|Rock
10082|4|Horizons|Colombian Music|17/03/2018|/users/storage/music/drake/image/horizons.png|5.7|Musica Clasica
10083|1|Midnight|Warner Music|07/05/2015|/users/storage/music/guns\ n\ roses/image/midnight.png|9.4|Latina
10084|1|Horizons|Colombian Music|19/05/1991|/users/storage/music/pearl\ jam/image/horizons.png|9.7|Electronica,Musica Clasica,Blues
10085|1|Dreams|Warner Music|16/09/2006|/users/storage/music/carlos\ vives/image/dreams.png|6.3|Reggae,Musica Clasica,Jazz
10085|2|Dusk|EMI|01/02/2007|/users/storage/music/carlos\ vives/image/dusk.png|7.8|Hip Hop,Latina,Blues,Reggae
10086|1|Dawn|Sony Music|01/07/2018|/users/storage/music/red\ hot\ chili\ peppers/image/dawn.png|9.4|Musica Clasica,Pop
10086|2|The Collection|Warner Music|14/03/2018|/users/storage/music/red\ hot\ chili\ peppers/image/the\ collection.png|6.9|Pop,Blues
10086|3|Chapter One|Colombian Music|23/04/2022|/users/storage/music/red\ hot\ chili\ peppers/image/chapter\ one.png|9.3|Musica Clasica
10087|1|Dreams|Latin Records|15/04/2015|/users/storage/music/queen/image/dreams.png|7.5|Electronica
10087|2|Skylines|EMI|02/03/2020|/users/storage/music/queen/image/skylines.png|7.2|Blues,Jazz,Pop,Reggae
10087|3|Classics|Indie Records|14/12/2004|/users/storage/music/queen/image/classics.png|5.1|Blues,Hip Hop,Pop
10087|4|Symphonic|Indie Records|03/12/1990|/users/storage/music/queen/image/symphonic.png|8.0|Pop,Hip Hop
10087|5|Electric|Universal Music|19/09/2013|/users/storage/music/queen/image/electric.png|9.5|Electronica,Blues,Reggae,Hip Hop
10088|1|Best Of|Sony Music|18/04/2010|/users/storage/music/pink\ floyd/image/best\ of.png|6.4|Latina
10088|2|Remastered|Colombian Music|12/12/1998|/users/storage/music/pink\ floyd/image/remastered.png|8.1|Hip Hop
10088|3|Dreams|EMI|13/02/2019|/users/storage/music/pink\ floyd/image/dreams.png|8.8|Pop,Latina
10088|4|Chapter Two|Universal Music|12/07/1996|/users/storage/music/pink\ floyd/image/chapter\ two.png|5.2|Rock
10089|1|Classics|Warner Music|20/01/1998|/users/storage/music/camilo/image/classics.png|7.8|Latina,Rock
10089|2|Unplugged|Warner Music|12/05/2020|/users/storage/music/camilo/image/unplugged.png|8.7|Blues,Latina,Jazz
10089|3|Colors|Latin Records|20/07/1999|/users/storage/music/camilo/image/colors.png|8.7|Electronica,Jazz,Reggae,Hip Hop
10089|4|Deluxe Edition|EMI|06/01/2001|/users/storage/music/camilo/image/deluxe\ edition.png|9.0|Musica Clasica,Latina
10089|5|Unplugged|EMI|18/02/2002|/users/storage/music/camilo/image/unplugged.png|9.8|Electronica,Rock
10090|1|The Collection|Sony Music|19/04/2017|/users/storage/music/aterciopelados/image/the\ collection.png|5.9|Blues,Jazz
10090|2|Transformation|Latin Records|08/12/2016|/users/storage/music/aterciopelados/image/transformation.png|8.9|Blues,Hip Hop
10090|3|Skylines|Colombian Music|26/02/1997|/users/storage/music/aterciopelados/image/skylines.png|6.1|Latina,Reggae,Musica Clasica
10090|4|Skylines|Warner Music|06/03/2022|/users/storage/music/aterciopelados/image/skylines.png|6.4|Musica Clasica,Latina
10091|1|The Collection|Universal Music|12/11/2002|/users/storage/music/systema\ solar/image/the\ collection.png|6.6|Jazz
10092|1|Destiny|Colombian Music|24/02/1995|/users/storage/music/duke\ ellington/image/destiny.png|6.1|Pop
10092|2|Epic|Sony Music|14/07/2002|/users/storage/music/duke\ ellington/image/epic.png|5.8|Electronica,Pop,Rock
10093|1|Midnight|Warner Music|18/02/1998|/users/storage/music/beethoven/image/midnight.png|5.7|Rock
10093|2|Vol 2|Universal Music|18/05/2005|/users/storage/music/beethoven/image/vol\ 2.png|5.8|Electronica
10093|3|Skylines|EMI|05/11/1994|/users/storage/music/beethoven/image/skylines.png|7.3|Reggae,Blues,Rock
10094|1|Skylines|Latin Records|23/12/2019|/users/storage/music/wisin\ y\ yandel/image/skylines.png|7.9|Latina
10094|2|Chapter Two|Warner Music|15/03/2000|/users/storage/music/wisin\ y\ yandel/image/chapter\ two.png|5.6|Latina,Electronica,Reggae
10094|3|Lights|Universal Music|04/06/2000|/users/storage/music/wisin\ y\ yandel/image/lights.png|8.5|Jazz
10095|1|Vol 1|Warner Music|20/03/2008|/users/storage/music/manuel\ turizo/image/vol\ 1.png|9.8|Latina,Jazz,Blues,Pop
10095|2|Debut|EMI|03/04/2002|/users/storage/music/manuel\ turizo/image/debut.png|7.9|Pop,Electronica
10095|3|Shadows|Sony Music|18/01/2000|/users/storage/music/manuel\ turizo/image/shadows.png|5.7|Latina,Blues,Rock
10095|4|Midnight|Indie Records|11/12/1999|/users/storage/music/manuel\ turizo/image/midnight.png|9.2|Pop
10095|5|Dreams|Colombian Music|14/02/2024|/users/storage/music/manuel\ turizo/image/dreams.png|9.1|Pop,Musica Clasica
10096|1|Transformation|Sony Music|07/01/2024|/users/storage/music/stone\ temple\ pilots/image/transformation.png|9.8|Electronica,Jazz
10096|2|Shadows|Sony Music|18/11/1998|/users/storage/music/stone\ temple\ pilots/image/shadows.png|8.4|Blues,Pop
10096|3|Shadows|Sony Music|14/09/1994|/users/storage/music/stone\ temple\ pilots/image/shadows.png|7.6|Hip Hop,Latina,Musica Clasica,Reggae
10096|4|Classics|Indie Records|23/12/1997|/users/storage/music/stone\ temple\ pilots/image/classics.png|7.3|Rock
10097|1|Waves|Sony Music|28/02/1995|/users/storage/music/sebastian\ yatra/image/waves.png|6.4|Musica Clasica,Jazz,Reggae,Rock
10097|2|Chapter Two|Sony Music|08/07/2022|/users/storage/music/sebastian\ yatra/image/chapter\ two.png|9.4|Hip Hop
10097|3|Symphonic|Latin Records|23/04/2003|/users/storage/music/sebastian\ yatra/image/symphonic.png|5.8|Musica Clasica,Electronica
10097|4|Transformation|Indie Records|05/05/2014|/users/storage/music/sebastian\ yatra/image/transformation.png|5.8|Latina
10097|5|The Collection|Latin Records|02/10/2005|/users/storage/music/sebastian\ yatra/image/the\ collection.png|9.4|Blues,Electronica,Pop,Hip Hop
10098|1|Transformation|Latin Records|12/10/1999|/users/storage/music/deep\ purple/image/transformation.png|7.0|Jazz
10098|2|Skylines|Warner Music|18/08/2005|/users/storage/music/deep\ purple/image/skylines.png|6.2|Electronica,Reggae,Jazz,Musica Clasica
10098|3|Live Concert|EMI|03/04/1998|/users/storage/music/deep\ purple/image/live\ concert.png|5.4|Latina,Rock,Pop
10098|4|Shadows|EMI|26/03/2020|/users/storage/music/deep\ purple/image/shadows.png|6.4|Reggae
10099|1|Vol 1|Colombian Music|15/02/2008|/users/storage/music/the\ beatles/image/vol\ 1.png|6.5|Electronica,Hip Hop,Musica Clasica,Blues
10099|2|Chapter One|Latin Records|14/06/2016|/users/storage/music/the\ beatles/image/chapter\ one.png|7.3|Latina,Rock
